"DataSet","Rep","Fold","PT","Pos_tst"
"Indica_AL",1,8,8,84
"Indica_AL",1,8,8,116
"Indica_AL",1,8,8,117
"Indica_AL",1,8,8,133
"Indica_AL",1,8,8,138
"Indica_AL",1,8,8,141
"Indica_AL",1,8,8,151
"Indica_AL",1,8,8,153
"Indica_AL",1,8,8,154
"Indica_AL",1,8,8,162
"Indica_AL",1,8,8,189
"Indica_AL",1,8,8,203
"Indica_AL",1,8,8,207
"Indica_AL",1,8,8,216
"Indica_AL",1,8,8,217
"Indica_AL",1,8,8,222
"Indica_AL",1,8,8,227
"Indica_AL",1,8,8,230
"Indica_AL",1,8,8,232
"Indica_AL",1,8,8,256
"Indica_AL",1,8,8,258
"Indica_AL",1,8,8,270
"Indica_AL",1,8,8,273
"Indica_AL",1,8,8,276
"Indica_AL",1,8,8,277
"Indica_AL",1,8,8,288
"Indica_AL",1,8,8,305
"Indica_AL",1,9,9,11
"Indica_AL",1,9,9,24
"Indica_AL",1,9,9,41
"Indica_AL",1,9,9,48
"Indica_AL",1,9,9,61
"Indica_AL",1,9,9,62
"Indica_AL",1,9,9,66
"Indica_AL",1,9,9,78
"Indica_AL",1,9,9,87
"Indica_AL",1,9,9,96
"Indica_AL",1,9,9,104
"Indica_AL",1,9,9,131
"Indica_AL",1,9,9,132
"Indica_AL",1,9,9,144
"Indica_AL",1,9,9,164
"Indica_AL",1,9,9,166
"Indica_AL",1,9,9,176
"Indica_AL",1,9,9,177
"Indica_AL",1,9,9,186
"Indica_AL",1,9,9,206
"Indica_AL",1,9,9,211
"Indica_AL",1,9,9,241
"Indica_AL",1,9,9,242
"Indica_AL",1,9,9,246
"Indica_AL",1,9,9,252
"Indica_AL",1,9,9,253
"Indica_AL",1,9,9,281
"Indica_AL",1,9,9,290
"Indica_AL",1,9,9,292
"Indica_AL",1,9,9,299
"Indica_AL",1,9,9,307
"Indica_AL",1,9,9,316
"Indica_AL",1,9,9,318
"Indica_AL",1,10,10,1
"Indica_AL",1,10,10,5
"Indica_AL",1,10,10,17
"Indica_AL",1,10,10,27
"Indica_AL",1,10,10,28
"Indica_AL",1,10,10,32
"Indica_AL",1,10,10,43
"Indica_AL",1,10,10,44
"Indica_AL",1,10,10,47
"Indica_AL",1,10,10,65
"Indica_AL",1,10,10,67
"Indica_AL",1,10,10,83
"Indica_AL",1,10,10,106
"Indica_AL",1,10,10,107
"Indica_AL",1,10,10,139
"Indica_AL",1,10,10,140
"Indica_AL",1,10,10,143
"Indica_AL",1,10,10,152
"Indica_AL",1,10,10,157
"Indica_AL",1,10,10,171
"Indica_AL",1,10,10,184
"Indica_AL",1,10,10,219
"Indica_AL",1,10,10,224
"Indica_AL",1,10,10,226
"Indica_AL",1,10,10,245
"Indica_AL",1,10,10,249
"Indica_AL",1,10,10,257
"Indica_AL",1,10,10,261
"Indica_AL",1,10,10,284
"Indica_AL",1,10,10,302
"Indica_AL",1,10,10,310
"Indica_AL",1,10,10,312
"Indica_AL",1,10,10,327
"Japonica_AL",1,1,1,8
"Japonica_AL",1,1,1,18
"Japonica_AL",1,1,1,28
"Japonica_AL",1,1,1,36
"Japonica_AL",1,1,1,42
"Japonica_AL",1,1,1,49
"Japonica_AL",1,1,1,59
"Japonica_AL",1,1,1,68
"Japonica_AL",1,1,1,78
"Japonica_AL",1,1,1,79
"Japonica_AL",1,1,1,89
"Japonica_AL",1,1,1,138
"Japonica_AL",1,1,1,144
"Japonica_AL",1,1,1,147
"Japonica_AL",1,1,1,149
"Japonica_AL",1,1,1,151
"Japonica_AL",1,1,1,152
"Japonica_AL",1,1,1,165
"Japonica_AL",1,1,1,191
"Japonica_AL",1,1,1,203
"Japonica_AL",1,1,1,212
"Japonica_AL",1,1,1,214
"Japonica_AL",1,1,1,219
"Japonica_AL",1,1,1,234
"Japonica_AL",1,1,1,253
"Japonica_AL",1,1,1,267
"Japonica_AL",1,1,1,282
"Japonica_AL",1,1,1,288
"Japonica_AL",1,1,1,309
"Japonica_AL",1,1,1,311
"Japonica_AL",1,1,1,315
"Japonica_AL",1,1,1,319
"Japonica_AL",1,2,2,9
"Japonica_AL",1,2,2,31
"Japonica_AL",1,2,2,45
"Japonica_AL",1,2,2,50
"Japonica_AL",1,2,2,54
"Japonica_AL",1,2,2,62
"Japonica_AL",1,2,2,69
"Japonica_AL",1,2,2,70
"Japonica_AL",1,2,2,73
"Japonica_AL",1,2,2,76
"Japonica_AL",1,2,2,88
"Japonica_AL",1,2,2,90
"Japonica_AL",1,2,2,127
"Japonica_AL",1,2,2,145
"Japonica_AL",1,2,2,166
"Japonica_AL",1,2,2,170
"Japonica_AL",1,2,2,173
"Japonica_AL",1,2,2,178
"Japonica_AL",1,2,2,182
"Japonica_AL",1,2,2,186
"Japonica_AL",1,2,2,216
"Japonica_AL",1,2,2,225
"Japonica_AL",1,2,2,242
"Japonica_AL",1,2,2,256
"Japonica_AL",1,2,2,264
"Japonica_AL",1,2,2,273
"Japonica_AL",1,2,2,278
"Japonica_AL",1,2,2,283
"Japonica_AL",1,2,2,290
"Japonica_AL",1,2,2,291
"Japonica_AL",1,2,2,300
"Japonica_AL",1,2,2,305
"Japonica_AL",1,3,3,10
"Japonica_AL",1,3,3,30
"Japonica_AL",1,3,3,38
"Japonica_AL",1,3,3,46
"Japonica_AL",1,3,3,82
"Japonica_AL",1,3,3,84
"Japonica_AL",1,3,3,100
"Japonica_AL",1,3,3,103
"Japonica_AL",1,3,3,106
"Japonica_AL",1,3,3,110
"Japonica_AL",1,3,3,113
"Japonica_AL",1,3,3,116
"Japonica_AL",1,3,3,117
"Japonica_AL",1,3,3,125
"Japonica_AL",1,3,3,129
"Japonica_AL",1,3,3,141
"Japonica_AL",1,3,3,146
"Japonica_AL",1,3,3,148
"Japonica_AL",1,3,3,163
"Japonica_AL",1,3,3,192
"Japonica_AL",1,3,3,201
"Japonica_AL",1,3,3,204
"Japonica_AL",1,3,3,218
"Japonica_AL",1,3,3,222
"Japonica_AL",1,3,3,231
"Japonica_AL",1,3,3,249
"Japonica_AL",1,3,3,257
"Japonica_AL",1,3,3,258
"Japonica_AL",1,3,3,268
"Japonica_AL",1,3,3,297
"Japonica_AL",1,3,3,302
"Japonica_AL",1,3,3,316
"Japonica_AL",1,4,4,2
"Japonica_AL",1,4,4,6
"Japonica_AL",1,4,4,21
"Japonica_AL",1,4,4,25
"Japonica_AL",1,4,4,41
"Japonica_AL",1,4,4,53
"Japonica_AL",1,4,4,57
"Japonica_AL",1,4,4,77
"Japonica_AL",1,4,4,83
"Japonica_AL",1,4,4,92
"Japonica_AL",1,4,4,108
"Japonica_AL",1,4,4,118
"Japonica_AL",1,4,4,128
"Japonica_AL",1,4,4,156
"Japonica_AL",1,4,4,158
"Japonica_AL",1,4,4,168
"Japonica_AL",1,4,4,185
"Japonica_AL",1,4,4,188
"Japonica_AL",1,4,4,196
"Japonica_AL",1,4,4,198
"Japonica_AL",1,4,4,200
"Japonica_AL",1,4,4,223
"Japonica_AL",1,4,4,228
"Japonica_AL",1,4,4,245
"Japonica_AL",1,4,4,251
"Japonica_AL",1,4,4,252
"Japonica_AL",1,4,4,271
"Japonica_AL",1,4,4,276
"Japonica_AL",1,4,4,287
"Japonica_AL",1,4,4,298
"Japonica_AL",1,4,4,301
"Japonica_AL",1,4,4,306
"Japonica_AL",1,5,5,15
"Japonica_AL",1,5,5,16
"Japonica_AL",1,5,5,93
"Japonica_AL",1,5,5,97
"Japonica_AL",1,5,5,98
"Japonica_AL",1,5,5,121
"Japonica_AL",1,5,5,123
"Japonica_AL",1,5,5,126
"Japonica_AL",1,5,5,134
"Japonica_AL",1,5,5,155
"Japonica_AL",1,5,5,161
"Japonica_AL",1,5,5,164
"Japonica_AL",1,5,5,175
"Japonica_AL",1,5,5,176
"Japonica_AL",1,5,5,183
"Japonica_AL",1,5,5,187
"Japonica_AL",1,5,5,206
"Japonica_AL",1,5,5,208
"Japonica_AL",1,5,5,209
"Japonica_AL",1,5,5,211
"Japonica_AL",1,5,5,221
"Japonica_AL",1,5,5,226
"Japonica_AL",1,5,5,229
"Japonica_AL",1,5,5,237
"Japonica_AL",1,5,5,238
"Japonica_AL",1,5,5,259
"Japonica_AL",1,5,5,265
"Japonica_AL",1,5,5,285
"Japonica_AL",1,5,5,292
"Japonica_AL",1,5,5,293
"Japonica_AL",1,5,5,296
"Japonica_AL",1,5,5,303
"Japonica_AL",1,6,6,7
"Japonica_AL",1,6,6,17
"Japonica_AL",1,6,6,22
"Japonica_AL",1,6,6,24
"Japonica_AL",1,6,6,29
"Japonica_AL",1,6,6,37
"Japonica_AL",1,6,6,39
"Japonica_AL",1,6,6,48
"Japonica_AL",1,6,6,58
"Japonica_AL",1,6,6,74
"Japonica_AL",1,6,6,105
"Japonica_AL",1,6,6,114
"Japonica_AL",1,6,6,120
"Japonica_AL",1,6,6,137
"Japonica_AL",1,6,6,140
"Japonica_AL",1,6,6,157
"Japonica_AL",1,6,6,159
"Japonica_AL",1,6,6,184
"Japonica_AL",1,6,6,197
"Japonica_AL",1,6,6,205
"Japonica_AL",1,6,6,215
"Japonica_AL",1,6,6,233
"Japonica_AL",1,6,6,240
"Japonica_AL",1,6,6,241
"Japonica_AL",1,6,6,260
"Japonica_AL",1,6,6,263
"Japonica_AL",1,6,6,270
"Japonica_AL",1,6,6,272
"Japonica_AL",1,6,6,277
"Japonica_AL",1,6,6,308
"Japonica_AL",1,6,6,312
"Japonica_AL",1,6,6,314
"Japonica_AL",1,7,7,3
"Japonica_AL",1,7,7,5
"Japonica_AL",1,7,7,14
"Japonica_AL",1,7,7,20
"Japonica_AL",1,7,7,43
"Japonica_AL",1,7,7,55
"Japonica_AL",1,7,7,60
"Japonica_AL",1,7,7,71
"Japonica_AL",1,7,7,81
"Japonica_AL",1,7,7,91
"Japonica_AL",1,7,7,107
"Japonica_AL",1,7,7,112
"Japonica_AL",1,7,7,119
"Japonica_AL",1,7,7,130
"Japonica_AL",1,7,7,132
"Japonica_AL",1,7,7,136
"Japonica_AL",1,7,7,150
"Japonica_AL",1,7,7,154
"Japonica_AL",1,7,7,160
"Japonica_AL",1,7,7,171
"Japonica_AL",1,7,7,189
"Japonica_AL",1,7,7,190
"Japonica_AL",1,7,7,202
"Japonica_AL",1,7,7,213
"Japonica_AL",1,7,7,220
"Japonica_AL",1,7,7,232
"Japonica_AL",1,7,7,236
"Japonica_AL",1,7,7,255
"Japonica_AL",1,7,7,279
"Japonica_AL",1,7,7,307
"Japonica_AL",1,7,7,313
"Japonica_AL",1,7,7,320
"Japonica_AL",1,8,8,23
"Japonica_AL",1,8,8,27
"Japonica_AL",1,8,8,40
"Japonica_AL",1,8,8,44
"Japonica_AL",1,8,8,63
"Japonica_AL",1,8,8,67
"Japonica_AL",1,8,8,87
"Japonica_AL",1,8,8,94
"Japonica_AL",1,8,8,95
"Japonica_AL",1,8,8,101
"Japonica_AL",1,8,8,102
"Japonica_AL",1,8,8,104
"Japonica_AL",1,8,8,111
"Japonica_AL",1,8,8,142
"Japonica_AL",1,8,8,162
"Japonica_AL",1,8,8,167
"Japonica_AL",1,8,8,172
"Japonica_AL",1,8,8,174
"Japonica_AL",1,8,8,193
"Japonica_AL",1,8,8,207
"Japonica_AL",1,8,8,210
"Japonica_AL",1,8,8,235
"Japonica_AL",1,8,8,244
"Japonica_AL",1,8,8,261
"Japonica_AL",1,8,8,262
"Japonica_AL",1,8,8,266
"Japonica_AL",1,8,8,269
"Japonica_AL",1,8,8,274
"Japonica_AL",1,8,8,280
"Japonica_AL",1,8,8,281
"Japonica_AL",1,8,8,284
"Japonica_AL",1,8,8,286
"Japonica_AL",1,9,9,4
"Japonica_AL",1,9,9,11
"Japonica_AL",1,9,9,13
"Japonica_AL",1,9,9,19
"Japonica_AL",1,9,9,33
"Japonica_AL",1,9,9,34
"Japonica_AL",1,9,9,47
"Japonica_AL",1,9,9,52
"Japonica_AL",1,9,9,61
"Japonica_AL",1,9,9,65
"Japonica_AL",1,9,9,66
"Japonica_AL",1,9,9,72
"Japonica_AL",1,9,9,75
"Japonica_AL",1,9,9,85
"Japonica_AL",1,9,9,109
"Japonica_AL",1,9,9,131
"Japonica_AL",1,9,9,133
"Japonica_AL",1,9,9,135
"Japonica_AL",1,9,9,143
"Japonica_AL",1,9,9,169
"Japonica_AL",1,9,9,180
"Japonica_AL",1,9,9,195
"Japonica_AL",1,9,9,217
"Japonica_AL",1,9,9,227
"Japonica_AL",1,9,9,243
"Japonica_AL",1,9,9,248
"Japonica_AL",1,9,9,250
"Japonica_AL",1,9,9,275
"Japonica_AL",1,9,9,289
"Japonica_AL",1,9,9,294
"Japonica_AL",1,9,9,295
"Japonica_AL",1,9,9,317
"Japonica_AL",1,10,10,1
"Japonica_AL",1,10,10,12
"Japonica_AL",1,10,10,26
"Japonica_AL",1,10,10,32
"Japonica_AL",1,10,10,35
"Japonica_AL",1,10,10,51
"Japonica_AL",1,10,10,56
"Japonica_AL",1,10,10,64
"Japonica_AL",1,10,10,80
"Japonica_AL",1,10,10,86
"Japonica_AL",1,10,10,96
"Japonica_AL",1,10,10,99
"Japonica_AL",1,10,10,115
"Japonica_AL",1,10,10,122
"Japonica_AL",1,10,10,124
"Japonica_AL",1,10,10,139
"Japonica_AL",1,10,10,153
"Japonica_AL",1,10,10,177
"Japonica_AL",1,10,10,179
"Japonica_AL",1,10,10,181
"Japonica_AL",1,10,10,194
"Japonica_AL",1,10,10,199
"Japonica_AL",1,10,10,224
"Japonica_AL",1,10,10,230
"Japonica_AL",1,10,10,239
"Japonica_AL",1,10,10,246
"Japonica_AL",1,10,10,247
"Japonica_AL",1,10,10,254
"Japonica_AL",1,10,10,299
"Japonica_AL",1,10,10,304
"Japonica_AL",1,10,10,310
"Japonica_AL",1,10,10,318
"Maize_AL",1,1,1,4
"Maize_AL",1,1,1,28
"Maize_AL",1,1,1,29
"Maize_AL",1,1,1,44
"Maize_AL",1,1,1,50
"Maize_AL",1,1,1,66
"Maize_AL",1,1,1,67
"Maize_AL",1,1,1,73
"Maize_AL",1,1,1,89
"Maize_AL",1,1,1,122
"Maize_AL",1,1,1,137
"Maize_AL",1,1,1,142
"Maize_AL",1,1,1,151
"Maize_AL",1,1,1,168
"Maize_AL",1,1,1,170
"Maize_AL",1,1,1,175
"Maize_AL",1,1,1,177
"Maize_AL",1,1,1,178
"Maize_AL",1,1,1,186
"Maize_AL",1,1,1,188
"Maize_AL",1,1,1,213
"Maize_AL",1,1,1,220
"Maize_AL",1,1,1,221
"Maize_AL",1,1,1,223
"Maize_AL",1,1,1,227
"Maize_AL",1,1,1,236
"Maize_AL",1,1,1,240
"Maize_AL",1,1,1,251
"Maize_AL",1,1,1,256
"Maize_AL",1,1,1,275
"Maize_AL",1,1,1,284
"Maize_AL",1,1,1,289
"Maize_AL",1,1,1,292
"Maize_AL",1,1,1,293
"Maize_AL",1,1,1,295
"Maize_AL",1,1,1,301
"Maize_AL",1,1,1,304
"Maize_AL",1,1,1,308
"Maize_AL",1,1,1,313
"Maize_AL",1,1,1,320
"Maize_AL",1,1,1,325
"Maize_AL",1,1,1,328
"Maize_AL",1,1,1,352
"Maize_AL",1,1,1,369
"Maize_AL",1,1,1,388
"Maize_AL",1,1,1,399
"Maize_AL",1,1,1,404
"Maize_AL",1,1,1,408
"Maize_AL",1,1,1,418
"Maize_AL",1,1,1,427
"Maize_AL",1,1,1,441
"Maize_AL",1,1,1,445
"Maize_AL",1,1,1,468
"Maize_AL",1,1,1,545
"Maize_AL",1,1,1,557
"Maize_AL",1,1,1,563
"Maize_AL",1,1,1,574
"Maize_AL",1,1,1,585
"Maize_AL",1,1,1,587
"Maize_AL",1,1,1,591
"Maize_AL",1,1,1,592
"Maize_AL",1,1,1,599
"Maize_AL",1,1,1,608
"Maize_AL",1,1,1,620
"Maize_AL",1,1,1,622
"Maize_AL",1,1,1,625
"Maize_AL",1,1,1,643
"Maize_AL",1,1,1,649
"Maize_AL",1,1,1,653
"Maize_AL",1,1,1,667
"Maize_AL",1,1,1,674
"Maize_AL",1,1,1,711
"Maize_AL",1,1,1,717
"Maize_AL",1,2,2,12
"Maize_AL",1,2,2,15
"Maize_AL",1,2,2,36
"Maize_AL",1,2,2,47
"Maize_AL",1,2,2,55
"Maize_AL",1,2,2,58
"Maize_AL",1,2,2,70
"Maize_AL",1,2,2,94
"Maize_AL",1,2,2,100
"Maize_AL",1,2,2,107
"Maize_AL",1,2,2,115
"Maize_AL",1,2,2,116
"Maize_AL",1,2,2,148
"Maize_AL",1,2,2,155
"Maize_AL",1,2,2,165
"Maize_AL",1,2,2,187
"Maize_AL",1,2,2,192
"Maize_AL",1,2,2,203
"Maize_AL",1,2,2,206
"Maize_AL",1,2,2,215
"Maize_AL",1,2,2,233
"Maize_AL",1,2,2,239
"Maize_AL",1,2,2,241
"Maize_AL",1,2,2,247
"Maize_AL",1,2,2,252
"Maize_AL",1,2,2,264
"Maize_AL",1,2,2,276
"Maize_AL",1,2,2,278
"Maize_AL",1,2,2,302
"Maize_AL",1,2,2,321
"Maize_AL",1,2,2,330
"Maize_AL",1,2,2,336
"Maize_AL",1,2,2,339
"Maize_AL",1,2,2,342
"Maize_AL",1,2,2,357
"Maize_AL",1,2,2,421
"Maize_AL",1,2,2,433
"Maize_AL",1,2,2,456
"Maize_AL",1,2,2,476
"Maize_AL",1,2,2,478
"Maize_AL",1,2,2,491
"Maize_AL",1,2,2,493
"Maize_AL",1,2,2,514
"Maize_AL",1,2,2,522
"Maize_AL",1,2,2,536
"Maize_AL",1,2,2,540
"Maize_AL",1,2,2,555
"Maize_AL",1,2,2,561
"Maize_AL",1,2,2,564
"Maize_AL",1,2,2,575
"Maize_AL",1,2,2,583
"Maize_AL",1,2,2,601
"Maize_AL",1,2,2,602
"Maize_AL",1,2,2,605
"Maize_AL",1,2,2,617
"Maize_AL",1,2,2,618
"Maize_AL",1,2,2,628
"Maize_AL",1,2,2,630
"Maize_AL",1,2,2,641
"Maize_AL",1,2,2,650
"Maize_AL",1,2,2,664
"Maize_AL",1,2,2,668
"Maize_AL",1,2,2,671
"Maize_AL",1,2,2,677
"Maize_AL",1,2,2,684
"Maize_AL",1,2,2,686
"Maize_AL",1,2,2,689
"Maize_AL",1,2,2,696
"Maize_AL",1,2,2,701
"Maize_AL",1,2,2,705
"Maize_AL",1,2,2,707
"Maize_AL",1,2,2,712
"Maize_AL",1,3,3,2
"Maize_AL",1,3,3,20
"Maize_AL",1,3,3,23
"Maize_AL",1,3,3,24
"Maize_AL",1,3,3,40
"Maize_AL",1,3,3,60
"Maize_AL",1,3,3,68
"Maize_AL",1,3,3,105
"Maize_AL",1,3,3,108
"Maize_AL",1,3,3,109
"Maize_AL",1,3,3,111
"Maize_AL",1,3,3,119
"Maize_AL",1,3,3,120
"Maize_AL",1,3,3,130
"Maize_AL",1,3,3,144
"Maize_AL",1,3,3,150
"Maize_AL",1,3,3,157
"Maize_AL",1,3,3,166
"Maize_AL",1,3,3,191
"Maize_AL",1,3,3,193
"Maize_AL",1,3,3,199
"Maize_AL",1,3,3,202
"Maize_AL",1,3,3,212
"Maize_AL",1,3,3,238
"Maize_AL",1,3,3,244
"Maize_AL",1,3,3,257
"Maize_AL",1,3,3,260
"Maize_AL",1,3,3,265
"Maize_AL",1,3,3,269
"Maize_AL",1,3,3,283
"Maize_AL",1,3,3,285
"Maize_AL",1,3,3,305
"Maize_AL",1,3,3,306
"Maize_AL",1,3,3,314
"Maize_AL",1,3,3,331
"Maize_AL",1,3,3,348
"Maize_AL",1,3,3,361
"Maize_AL",1,3,3,371
"Maize_AL",1,3,3,383
"Maize_AL",1,3,3,387
"Maize_AL",1,3,3,389
"Maize_AL",1,3,3,395
"Maize_AL",1,3,3,410
"Maize_AL",1,3,3,413
"Maize_AL",1,3,3,419
"Maize_AL",1,3,3,432
"Maize_AL",1,3,3,440
"Maize_AL",1,3,3,444
"Maize_AL",1,3,3,446
"Maize_AL",1,3,3,454
"Maize_AL",1,3,3,477
"Maize_AL",1,3,3,488
"Maize_AL",1,3,3,490
"Maize_AL",1,3,3,506
"Maize_AL",1,3,3,517
"Maize_AL",1,3,3,531
"Maize_AL",1,3,3,535
"Maize_AL",1,3,3,538
"Maize_AL",1,3,3,543
"Maize_AL",1,3,3,547
"Maize_AL",1,3,3,550
"Maize_AL",1,3,3,580
"Maize_AL",1,3,3,581
"Maize_AL",1,3,3,606
"Maize_AL",1,3,3,609
"Maize_AL",1,3,3,616
"Maize_AL",1,3,3,640
"Maize_AL",1,3,3,654
"Maize_AL",1,3,3,663
"Maize_AL",1,3,3,669
"Maize_AL",1,3,3,703
"Maize_AL",1,3,3,708
"Maize_AL",1,4,4,7
"Maize_AL",1,4,4,8
"Maize_AL",1,4,4,9
"Maize_AL",1,4,4,19
"Maize_AL",1,4,4,35
"Maize_AL",1,4,4,41
"Maize_AL",1,4,4,49
"Maize_AL",1,4,4,57
"Maize_AL",1,4,4,63
"Maize_AL",1,4,4,69
"Maize_AL",1,4,4,77
"Maize_AL",1,4,4,80
"Maize_AL",1,4,4,87
"Maize_AL",1,4,4,88
"Maize_AL",1,4,4,95
"Maize_AL",1,4,4,102
"Maize_AL",1,4,4,106
"Maize_AL",1,4,4,117
"Maize_AL",1,4,4,118
"Maize_AL",1,4,4,126
"Maize_AL",1,4,4,135
"Maize_AL",1,4,4,143
"Maize_AL",1,4,4,156
"Maize_AL",1,4,4,159
"Maize_AL",1,4,4,167
"Maize_AL",1,4,4,183
"Maize_AL",1,4,4,198
"Maize_AL",1,4,4,214
"Maize_AL",1,4,4,216
"Maize_AL",1,4,4,219
"Maize_AL",1,4,4,222
"Maize_AL",1,4,4,228
"Maize_AL",1,4,4,230
"Maize_AL",1,4,4,261
"Maize_AL",1,4,4,267
"Maize_AL",1,4,4,286
"Maize_AL",1,4,4,296
"Maize_AL",1,4,4,298
"Maize_AL",1,4,4,303
"Maize_AL",1,4,4,315
"Maize_AL",1,4,4,349
"Maize_AL",1,4,4,370
"Maize_AL",1,4,4,391
"Maize_AL",1,4,4,396
"Maize_AL",1,4,4,401
"Maize_AL",1,4,4,406
"Maize_AL",1,4,4,407
"Maize_AL",1,4,4,414
"Maize_AL",1,4,4,429
"Maize_AL",1,4,4,434
"Maize_AL",1,4,4,437
"Maize_AL",1,4,4,467
"Maize_AL",1,4,4,484
"Maize_AL",1,4,4,485
"Maize_AL",1,4,4,487
"Maize_AL",1,4,4,489
"Maize_AL",1,4,4,497
"Maize_AL",1,4,4,507
"Maize_AL",1,4,4,537
"Maize_AL",1,4,4,539
"Maize_AL",1,4,4,568
"Maize_AL",1,4,4,573
"Maize_AL",1,4,4,635
"Maize_AL",1,4,4,637
"Maize_AL",1,4,4,644
"Maize_AL",1,4,4,647
"Maize_AL",1,4,4,670
"Maize_AL",1,4,4,675
"Maize_AL",1,4,4,680
"Maize_AL",1,4,4,687
"Maize_AL",1,4,4,697
"Maize_AL",1,4,4,700
"Maize_AL",1,5,5,1
"Maize_AL",1,5,5,13
"Maize_AL",1,5,5,14
"Maize_AL",1,5,5,16
"Maize_AL",1,5,5,21
"Maize_AL",1,5,5,22
"Maize_AL",1,5,5,31
"Maize_AL",1,5,5,52
"Maize_AL",1,5,5,53
"Maize_AL",1,5,5,90
"Maize_AL",1,5,5,96
"Maize_AL",1,5,5,127
"Maize_AL",1,5,5,132
"Maize_AL",1,5,5,134
"Maize_AL",1,5,5,140
"Maize_AL",1,5,5,162
"Maize_AL",1,5,5,164
"Maize_AL",1,5,5,173
"Maize_AL",1,5,5,185
"Maize_AL",1,5,5,208
"Maize_AL",1,5,5,237
"Maize_AL",1,5,5,249
"Maize_AL",1,5,5,255
"Maize_AL",1,5,5,259
"Maize_AL",1,5,5,273
"Maize_AL",1,5,5,287
"Maize_AL",1,5,5,294
"Maize_AL",1,5,5,316
"Maize_AL",1,5,5,319
"Maize_AL",1,5,5,329
"Maize_AL",1,5,5,332
"Maize_AL",1,5,5,334
"Maize_AL",1,5,5,343
"Maize_AL",1,5,5,344
"Maize_AL",1,5,5,350
"Maize_AL",1,5,5,351
"Maize_AL",1,5,5,353
"Maize_AL",1,5,5,354
"Maize_AL",1,5,5,355
"Maize_AL",1,5,5,365
"Maize_AL",1,5,5,373
"Maize_AL",1,5,5,386
"Maize_AL",1,5,5,394
"Maize_AL",1,5,5,403
"Maize_AL",1,5,5,405
"Maize_AL",1,5,5,409
"Maize_AL",1,5,5,417
"Maize_AL",1,5,5,431
"Maize_AL",1,5,5,436
"Maize_AL",1,5,5,462
"Maize_AL",1,5,5,469
"Maize_AL",1,5,5,505
"Maize_AL",1,5,5,511
"Maize_AL",1,5,5,519
"Maize_AL",1,5,5,528
"Maize_AL",1,5,5,533
"Maize_AL",1,5,5,542
"Maize_AL",1,5,5,552
"Maize_AL",1,5,5,558
"Maize_AL",1,5,5,562
"Maize_AL",1,5,5,586
"Maize_AL",1,5,5,594
"Maize_AL",1,5,5,595
"Maize_AL",1,5,5,621
"Maize_AL",1,5,5,624
"Maize_AL",1,5,5,656
"Maize_AL",1,5,5,657
"Maize_AL",1,5,5,673
"Maize_AL",1,5,5,682
"Maize_AL",1,5,5,693
"Maize_AL",1,5,5,710
"Maize_AL",1,5,5,722
"Maize_AL",1,6,6,11
"Maize_AL",1,6,6,32
"Maize_AL",1,6,6,37
"Maize_AL",1,6,6,39
"Maize_AL",1,6,6,43
"Maize_AL",1,6,6,46
"Maize_AL",1,6,6,56
"Maize_AL",1,6,6,59
"Maize_AL",1,6,6,72
"Maize_AL",1,6,6,83
"Maize_AL",1,6,6,85
"Maize_AL",1,6,6,97
"Maize_AL",1,6,6,129
"Maize_AL",1,6,6,131
"Maize_AL",1,6,6,158
"Maize_AL",1,6,6,160
"Maize_AL",1,6,6,163
"Maize_AL",1,6,6,172
"Maize_AL",1,6,6,176
"Maize_AL",1,6,6,195
"Maize_AL",1,6,6,209
"Maize_AL",1,6,6,218
"Maize_AL",1,6,6,242
"Maize_AL",1,6,6,262
"Maize_AL",1,6,6,263
"Maize_AL",1,6,6,272
"Maize_AL",1,6,6,281
"Maize_AL",1,6,6,290
"Maize_AL",1,6,6,299
"Maize_AL",1,6,6,324
"Maize_AL",1,6,6,335
"Maize_AL",1,6,6,341
"Maize_AL",1,6,6,356
"Maize_AL",1,6,6,366
"Maize_AL",1,6,6,376
"Maize_AL",1,6,6,377
"Maize_AL",1,6,6,379
"Maize_AL",1,6,6,385
"Maize_AL",1,6,6,393
"Maize_AL",1,6,6,398
"Maize_AL",1,6,6,428
"Maize_AL",1,6,6,430
"Maize_AL",1,6,6,438
"Maize_AL",1,6,6,455
"Maize_AL",1,6,6,482
"Maize_AL",1,6,6,492
"Maize_AL",1,6,6,501
"Maize_AL",1,6,6,503
"Maize_AL",1,6,6,504
"Maize_AL",1,6,6,508
"Maize_AL",1,6,6,520
"Maize_AL",1,6,6,526
"Maize_AL",1,6,6,527
"Maize_AL",1,6,6,546
"Maize_AL",1,6,6,560
"Maize_AL",1,6,6,576
"Maize_AL",1,6,6,590
"Maize_AL",1,6,6,593
"Maize_AL",1,6,6,613
"Maize_AL",1,6,6,619
"Maize_AL",1,6,6,638
"Maize_AL",1,6,6,645
"Maize_AL",1,6,6,665
"Maize_AL",1,6,6,678
"Maize_AL",1,6,6,679
"Maize_AL",1,6,6,681
"Maize_AL",1,6,6,688
"Maize_AL",1,6,6,698
"Maize_AL",1,6,6,702
"Maize_AL",1,6,6,704
"Maize_AL",1,6,6,714
"Maize_AL",1,6,6,721
"Maize_AL",1,7,7,17
"Maize_AL",1,7,7,27
"Maize_AL",1,7,7,45
"Maize_AL",1,7,7,64
"Maize_AL",1,7,7,74
"Maize_AL",1,7,7,76
"Maize_AL",1,7,7,78
